CO_MUNICIPIO,NO_MUNICIPIO,SG_UF,MES_REFERENCIA,QT_FAMILIAS_POBREZA_FAIXA_PBF,QT_FAMILIAS_ATE_MEIO_SM,QT_FAMILIAS_ACIMA_MEIO_SM
350830,CABRÁLIA PAULISTA,SP,08/2026,287,521,597
350840,CABREÚVA,SP,08/2026,1782,2917,2022
350850,CAÇAPAVA,SP,08/2026,3738,6721,4270
350860,CACHOEIRA PAULISTA,SP,08/2026,2469,3442,1734
350870,CACONDE,SP,08/2026,832,1689,1401
350880,CAFELÂNDIA,SP,08/2026,1134,1668,1089
350890,CAIABU,SP,08/2026,161,274,339
350900,CAIEIRAS,SP,08/2026,4624,6976,5790
350910,CAIUÁ,SP,08/2026,460,641,493
350920,CAJAMAR,SP,08/2026,6359,9531,6261
350925,CAJATI,SP,08/2026,2508,3758,2403
350930,CAJOBI,SP,08/2026,507,838,1069
350940,CAJURU,SP,08/2026,1464,2233,1457
350945,CAMPINA DO MONTE ALEGRE,SP,08/2026,437,750,587
350950,CAMPINAS,SP,08/2026,55448,83834,62678
350960,CAMPO LIMPO PAULISTA,SP,08/2026,4457,6635,4854
350970,CAMPOS DO JORDÃO,SP,08/2026,1237,2623,2459
350980,CAMPOS NOVOS PAULISTA,SP,08/2026,504,679,313
350990,CANANÉIA,SP,08/2026,1535,2070,1091
350995,CANAS,SP,08/2026,573,816,399
351000,CÂNDIDO MOTA,SP,08/2026,771,1916,2198
351010,CÂNDIDO RODRIGUES,SP,08/2026,131,232,490
351015,CANITAR,SP,08/2026,418,745,573
351020,CAPÃO BONITO,SP,08/2026,3280,5568,4088
351030,CAPELA DO ALTO,SP,08/2026,1491,2530,1561
351040,CAPIVARI,SP,08/2026,3484,4640,3074
351050,CARAGUATATUBA,SP,08/2026,10367,16292,10581
351060,CARAPICUÍBA,SP,08/2026,26032,38205,25254
351070,CARDOSO,SP,08/2026,245,817,1353
351080,CASA BRANCA,SP,08/2026,1350,2228,1544
351090,CÁSSIA DOS COQUEIROS,SP,08/2026,156,273,237
351100,CASTILHO,SP,08/2026,1319,2193,2273
351110,CATANDUVA,SP,08/2026,2713,4807,3991
351120,CATIGUÁ,SP,08/2026,200,417,576
351130,CEDRAL,SP,08/2026,191,604,1200
351140,CERQUEIRA CÉSAR,SP,08/2026,503,1515,1221
351150,CERQUILHO,SP,08/2026,223,1287,1346
351160,CESÁRIO LANGE,SP,08/2026,350,1219,1091
351170,CHARQUEADA,SP,08/2026,1060,1478,880
351190,CLEMENTINA,SP,08/2026,308,643,582
351200,COLINA,SP,08/2026,515,925,903
351210,COLÔMBIA,SP,08/2026,592,888,841
351220,CONCHAL,SP,08/2026,2075,3076,1972
351230,CONCHAS,SP,08/2026,1101,1631,1417
351240,CORDEIRÓPOLIS,SP,08/2026,431,1163,1776
351250,COROADOS,SP,08/2026,272,544,656
351260,CORONEL MACEDO,SP,08/2026,343,579,373
351270,CORUMBATAÍ,SP,08/2026,207,326,263
351280,COSMÓPOLIS,SP,08/2026,1468,2899,2567
351290,COSMORAMA,SP,08/2026,787,1052,837
351300,COTIA,SP,08/2026,11899,20416,15596
351310,CRAVINHOS,SP,08/2026,1963,2888,2441
351320,CRISTAIS PAULISTA,SP,08/2026,238,595,559
351330,CRUZÁLIA,SP,08/2026,118,197,255
351340,CRUZEIRO,SP,08/2026,4875,7105,3594
351350,CUBATÃO,SP,08/2026,8750,12015,8244
351360,CUNHA,SP,08/2026,1750,3260,1483
351370,DESCALVADO,SP,08/2026,563,1322,1604
351380,DIADEMA,SP,08/2026,23321,34366,26469
351385,DIRCE REIS,SP,08/2026,68,134,344
351390,DIVINOLÂNDIA,SP,08/2026,769,1123,694
351400,DOBRADA,SP,08/2026,638,977,776
351410,DOIS CÓRREGOS,SP,08/2026,1258,2158,1616
351420,DOLCINÓPOLIS,SP,08/2026,209,318,403
351430,DOURADO,SP,08/2026,424,700,510
351440,DRACENA,SP,08/2026,1571,2675,2569
351450,DUARTINA,SP,08/2026,620,1100,1116
351460,DUMONT,SP,08/2026,580,812,556
351470,ECHAPORÃ,SP,08/2026,612,910,620
351480,ELDORADO,SP,08/2026,1258,2016,1104
351490,ELIAS FAUSTO,SP,08/2026,1395,1953,1084
351492,ELISIÁRIO,SP,08/2026,205,271,125
351495,EMBAÚBA,SP,08/2026,110,164,190
351500,EMBU DAS ARTES,SP,08/2026,26243,36816,24513
351510,EMBU-GUAÇU,SP,08/2026,7198,10106,7440
351512,EMILIANÓPOLIS,SP,08/2026,141,271,295
351515,ENGENHEIRO COELHO,SP,08/2026,834,1753,1621
351518,ESPÍRITO SANTO DO PINHAL,SP,08/2026,591,1277,1048
351519,ESPÍRITO SANTO DO TURVO,SP,08/2026,145,337,573
351520,ESTRELA DOESTE,SP,08/2026,240,494,743
351530,ESTRELA DO NORTE,SP,08/2026,104,169,238
351535,EUCLIDES DA CUNHA PAULISTA,SP,08/2026,780,1158,956
351540,FARTURA,SP,08/2026,1370,2106,1783
351550,FERNANDÓPOLIS,SP,08/2026,3004,5034,4399
351560,FERNANDO PRESTES,SP,08/2026,233,452,433
351565,FERNÃO,SP,08/2026,135,196,151
351570,FERRAZ DE VASCONCELOS,SP,08/2026,14745,20725,12204
351580,FLORA RICA,SP,08/2026,48,111,194
351590,FLOREAL,SP,08/2026,94,168,193
351600,FLÓRIDA PAULISTA,SP,08/2026,635,943,764
351610,FLORÍNEA,SP,08/2026,304,419,336
351620,FRANCA,SP,08/2026,12486,21752,14631
351630,FRANCISCO MORATO,SP,08/2026,17581,24312,14921
351640,FRANCO DA ROCHA,SP,08/2026,11661,16680,11227
351650,GABRIEL MONTEIRO,SP,08/2026,73,170,328
351660,GÁLIA,SP,08/2026,188,448,331
351670,GARÇA,SP,08/2026,2366,3737,3843
351680,GASTÃO VIDIGAL,SP,08/2026,131,273,321
351685,GAVIÃO PEIXOTO,SP,08/2026,144,301,451
351690,GENERAL SALGADO,SP,08/2026,299,660,716
351700,GETULINA,SP,08/2026,695,983,640
351710,GLICÉRIO,SP,08/2026,395,583,439
351720,GUAIÇARA,SP,08/2026,611,1012,915
351730,GUAIMBÊ,SP,08/2026,554,766,531
351740,GUAÍRA,SP,08/2026,1810,2702,1520
351750,GUAPIAÇU,SP,08/2026,730,1300,1456
351760,GUAPIARA,SP,08/2026,1270,2420,1550
351770,GUARÁ,SP,08/2026,1302,1885,1018
351780,GUARAÇAÍ,SP,08/2026,488,737,896
351790,GUARACI,SP,08/2026,590,1087,1191
351800,GUARANI DOESTE,SP,08/2026,75,170,279
351810,GUARANTÃ,SP,08/2026,669,900,611
351820,GUARARAPES,SP,08/2026,1453,2345,2165
351830,GUARAREMA,SP,08/2026,3180,4287,2931
351840,GUARATINGUETÁ,SP,08/2026,5734,8547,4800
351850,GUAREÍ,SP,08/2026,501,1004,896
351860,GUARIBA,SP,08/2026,1414,2428,1459
351870,GUARUJÁ,SP,08/2026,20995,30229,16041
351880,GUARULHOS,SP,08/2026,108492,148880,97208
351885,GUATAPARÁ,SP,08/2026,564,787,516
351890,GUZOLÂNDIA,SP,08/2026,266,497,619
351900,HERCULÂNDIA,SP,08/2026,650,999,691
351905,HOLAMBRA,SP,08/2026,228,441,398
351907,HORTOLÂNDIA,SP,08/2026,11290,18012,13073
351910,IACANGA,SP,08/2026,1091,1509,1107
351920,IACRI,SP,08/2026,393,696,570
351925,IARAS,SP,08/2026,538,789,656
351930,IBATÉ,SP,08/2026,2846,3996,2222
351940,IBIRÁ,SP,08/2026,399,747,662
351950,IBIRAREMA,SP,08/2026,738,1056,719
351960,IBITINGA,SP,08/2026,2226,4204,3026
351970,IBIÚNA,SP,08/2026,6624,10036,5490
351980,ICÉM,SP,08/2026,413,705,777
351990,IEPÊ,SP,08/2026,608,920,788
352000,IGARAÇU DO TIETÊ,SP,08/2026,1763,2403,1313
352010,IGARAPAVA,SP,08/2026,933,1831,1543
352020,IGARATÁ,SP,08/2026,782,1272,866
352030,IGUAPE,SP,08/2026,4065,5432,2735
352040,ILHABELA,SP,08/2026,2132,3547,2694
352042,ILHA COMPRIDA,SP,08/2026,2227,3100,2638
352044,ILHA SOLTEIRA,SP,08/2026,503,1181,1757
352050,INDAIATUBA,SP,08/2026,3899,9213,9898
352060,INDIANA,SP,08/2026,444,632,432
352070,INDIAPORÃ,SP,08/2026,267,409,576
352080,INÚBIA PAULISTA,SP,08/2026,105,198,326
352090,IPAUSSU,SP,08/2026,815,1289,681
352100,IPERÓ,SP,08/2026,2389,3604,2388
352110,IPEÚNA,SP,08/2026,283,510,489
352115,IPIGUÁ,SP,08/2026,197,350,213
352120,IPORANGA,SP,08/2026,512,730,442
352130,IPUÃ,SP,08/2026,818,1334,1246
352140,IRACEMÁPOLIS,SP,08/2026,515,987,1030
352150,IRAPUÃ,SP,08/2026,488,770,445
352160,IRAPURU,SP,08/2026,310,528,654
352170,ITABERÁ,SP,08/2026,1189,2218,1626
352180,ITAÍ,SP,08/2026,1663,2486,1576
352190,ITAJOBI,SP,08/2026,753,1231,822
352200,ITAJU,SP,08/2026,126,248,235
352210,ITANHAÉM,SP,08/2026,11719,17234,9864
352215,ITAOCA,SP,08/2026,370,558,369
352220,ITAPECERICA DA SERRA,SP,08/2026,15718,23245,16313
352230,ITAPETININGA,SP,08/2026,7262,13375,9118
352240,ITAPEVA,SP,08/2026,5928,9380,5586
352250,ITAPEVI,SP,08/2026,15105,24666,16490
352260,ITAPIRA,SP,08/2026,1838,3350,3028
352265,ITAPIRAPUÃ PAULISTA,SP,08/2026,553,840,264
352270,ITÁPOLIS,SP,08/2026,1068,1988,1389
352280,ITAPORANGA,SP,08/2026,1257,1911,1147
352290,ITAPUÍ,SP,08/2026,670,1095,964
352300,ITAPURA,SP,08/2026,375,565,710
352310,ITAQUAQUECETUBA,SP,08/2026,38512,53674,30858
352320,ITARARÉ,SP,08/2026,4059,6006,3434
352330,ITARIRI,SP,08/2026,1780,2386,1275
352340,ITATIBA,SP,08/2026,3508,6321,5699
352350,ITATINGA,SP,08/2026,1051,1722,1301
352360,ITIRAPINA,SP,08/2026,775,1193,951
352370,ITIRAPUÃ,SP,08/2026,620,871,399
352380,ITOBI,SP,08/2026,635,963,577
352390,ITU,SP,08/2026,7632,11806,10669
352400,ITUPEVA,SP,08/2026,1969,3482,3222
352410,ITUVERAVA,SP,08/2026,1526,2707,2085
352420,JABORANDI,SP,08/2026,548,757,655
352430,JABOTICABAL,SP,08/2026,4192,6342,4536
352440,JACAREÍ,SP,08/2026,7419,14753,11568
352450,JACI,SP,08/2026,252,463,563
352460,JACUPIRANGA,SP,08/2026,1086,1965,1209
352470,JAGUARIÚNA,SP,08/2026,1256,2317,1710
352480,JALES,SP,08/2026,1487,2748,3321
352490,JAMBEIRO,SP,08/2026,350,644,475
352500,JANDIRA,SP,08/2026,5648,8934,7484
352510,JARDINÓPOLIS,SP,08/2026,2668,3936,2577
352520,JARINU,SP,08/2026,1205,2122,1377
352530,JAÚ,SP,08/2026,4129,7429,6633
352540,JERIQUARA,SP,08/2026,315,490,384
352550,JOANÓPOLIS,SP,08/2026,581,1101,844
352560,JOÃO RAMALHO,SP,08/2026,325,490,342
352570,JOSÉ BONIFÁCIO,SP,08/2026,548,1783,1627
352580,JÚLIO MESQUITA,SP,08/2026,465,615,421
352585,JUMIRIM,SP,08/2026,70,177,280
352590,JUNDIAÍ,SP,08/2026,8305,12475,6684
352600,JUNQUEIRÓPOLIS,SP,08/2026,846,1430,1095
352610,JUQUIÁ,SP,08/2026,1658,2572,1390
352620,JUQUITIBA,SP,08/2026,2934,4647,3006
352630,LAGOINHA,SP,08/2026,404,633,415
352640,LARANJAL PAULISTA,SP,08/2026,1733,2560,1864
352650,LAVÍNIA,SP,08/2026,210,380,329
352660,LAVRINHAS,SP,08/2026,621,921,439
352670,LEME,SP,08/2026,5212,8073,6310
352680,LENÇÓIS PAULISTA,SP,08/2026,1365,2465,1940
352690,LIMEIRA,SP,08/2026,13932,20778,14037
352700,LINDÓIA,SP,08/2026,315,552,586
352710,LINS,SP,08/2026,2822,4552,3321
352720,LORENA,SP,08/2026,6437,9316,5030
352725,LOURDES,SP,08/2026,133,232,309
352730,LOUVEIRA,SP,08/2026,1477,2350,1081
352740,LUCÉLIA,SP,08/2026,799,1531,1423
352750,LUCIANÓPOLIS,SP,08/2026,170,251,305
352760,LUÍS ANTÔNIO,SP,08/2026,629,1078,720
352770,LUIZIÂNIA,SP,08/2026,532,758,554
352780,LUPÉRCIO,SP,08/2026,183,364,512
352790,LUTÉCIA,SP,08/2026,184,288,325
352800,MACATUBA,SP,08/2026,402,886,1080
352810,MACAUBAL,SP,08/2026,467,747,727
352820,MACEDÔNIA,SP,08/2026,123,272,252
352830,MAGDA,SP,08/2026,95,233,326
352840,MAIRINQUE,SP,08/2026,2478,3795,2076
352850,MAIRIPORÃ,SP,08/2026,7697,10635,8042
352860,MANDURI,SP,08/2026,471,813,732
352870,MARABÁ PAULISTA,SP,08/2026,256,453,495
352880,MARACAÍ,SP,08/2026,837,1212,1106
352885,MARAPOAMA,SP,08/2026,160,260,202
352890,MARIÁPOLIS,SP,08/2026,345,445,386
352900,MARÍLIA,SP,08/2026,7105,13144,11275
352910,MARINÓPOLIS,SP,08/2026,68,185,236
352920,MARTINÓPOLIS,SP,08/2026,1644,2292,1749
352930,MATÃO,SP,08/2026,3019,5032,2704
352940,MAUÁ,SP,08/2026,18454,28603,13989
352950,MENDONÇA,SP,08/2026,218,399,417
352960,MERIDIANO,SP,08/2026,179,377,481
352965,MESÓPOLIS,SP,08/2026,71,165,179
352970,MIGUELÓPOLIS,SP,08/2026,2662,3224,1628
352980,MINEIROS DO TIETÊ,SP,08/2026,528,1037,993
352990,MIRACATU,SP,08/2026,2315,3321,1878
353000,MIRA ESTRELA,SP,08/2026,130,271,401
353010,MIRANDÓPOLIS,SP,08/2026,1065,1800,1848
353020,MIRANTE DO PARANAPANEMA,SP,08/2026,993,1770,2370
353030,MIRASSOL,SP,08/2026,1554,3316,3061
353040,MIRASSOLÂNDIA,SP,08/2026,381,549,368
353050,MOCOCA,SP,08/2026,2665,4273,3072
353060,MOGI DAS CRUZES,SP,08/2026,33343,45080,23405
353070,MOGI GUAÇU,SP,08/2026,4892,8588,6996
353080,MOGI MIRIM,SP,08/2026,2355,4240,3648
353090,MOMBUCA,SP,08/2026,236,412,334
353100,MONÇÕES,SP,08/2026,76,144,290
353110,MONGAGUÁ,SP,08/2026,5965,8510,4098
353120,MONTE ALEGRE DO SUL,SP,08/2026,259,415,293
353130,MONTE ALTO,SP,08/2026,1352,2190,2416
353140,MONTE APRAZÍVEL,SP,08/2026,1080,2002,1926
353150,MONTE AZUL PAULISTA,SP,08/2026,934,1337,1127
353160,MONTE CASTELO,SP,08/2026,226,377,440
353170,MONTEIRO LOBATO,SP,08/2026,500,659,402
353180,MONTE MOR,SP,08/2026,4625,7530,5862
353190,MORRO AGUDO,SP,08/2026,1947,2815,1913
353200,MORUNGABA,SP,08/2026,688,1126,755
353205,MOTUCA,SP,08/2026,203,319,270
353210,MURUTINGA DO SUL,SP,08/2026,308,446,479
353215,NANTES,SP,08/2026,148,249,234
353220,NARANDIBA,SP,08/2026,364,564,433
353230,NATIVIDADE DA SERRA,SP,08/2026,420,765,402
353240,NAZARÉ PAULISTA,SP,08/2026,1223,2064,1110
353250,NEVES PAULISTA,SP,08/2026,559,801,729
353260,NHANDEARA,SP,08/2026,417,707,1080
353270,NIPOÃ,SP,08/2026,406,600,482
353280,NOVA ALIANÇA,SP,08/2026,314,588,439
353282,NOVA CAMPINA,SP,08/2026,879,1467,804
353284,NOVA CANAÃ PAULISTA,SP,08/2026,71,151,283
353286,NOVA CASTILHO,SP,08/2026,31,85,97
353290,NOVA EUROPA,SP,08/2026,270,598,929
353300,NOVA GRANADA,SP,08/2026,665,1414,1402
353310,NOVA GUATAPORANGA,SP,08/2026,185,254,239
353320,NOVA INDEPENDÊNCIA,SP,08/2026,266,454,475
353325,NOVAIS,SP,08/2026,273,451,443
353330,NOVA LUZITÂNIA,SP,08/2026,230,375,505
353340,NOVA ODESSA,SP,08/2026,1853,2900,2285
353350,NOVO HORIZONTE,SP,08/2026,866,2837,3031
353360,NUPORANGA,SP,08/2026,373,534,300
353370,OCAUÇU,SP,08/2026,337,537,294
353380,ÓLEO,SP,08/2026,183,270,250
353390,OLÍMPIA,SP,08/2026,3028,4687,5149
353400,ONDA VERDE,SP,08/2026,231,399,333
353410,ORIENTE,SP,08/2026,318,428,308
353420,ORINDIÚVA,SP,08/2026,251,411,311
353430,ORLÂNDIA,SP,08/2026,1057,1788,1224
353440,OSASCO,SP,08/2026,41262,63283,46651
353450,OSCAR BRESSANE,SP,08/2026,93,220,264
353460,OSVALDO CRUZ,SP,08/2026,591,1689,2096
353470,OURINHOS,SP,08/2026,4855,7500,5851
353475,OUROESTE,SP,08/2026,402,752,641
353480,OURO VERDE,SP,08/2026,959,1270,693
353490,PACAEMBU,SP,08/2026,601,825,586
353500,PALESTINA,SP,08/2026,577,969,717
353510,PALMARES PAULISTA,SP,08/2026,373,663,693
353520,PALMEIRA DOESTE,SP,08/2026,171,525,687
353530,PALMITAL,SP,08/2026,1519,2028,1178
353540,PANORAMA,SP,08/2026,1407,1949,1162
353550,PARAGUAÇU PAULISTA,SP,08/2026,3224,4543,3165
353560,PARAIBUNA,SP,08/2026,949,1797,1094
353570,PARAÍSO,SP,08/2026,129,307,523
353580,PARANAPANEMA,SP,08/2026,676,1587,1019
353590,PARANAPUÃ,SP,08/2026,376,550,316
353600,PARAPUÃ,SP,08/2026,489,1019,990
353610,PARDINHO,SP,08/2026,324,647,642
353620,PARIQUERA-AÇU,SP,08/2026,1163,2145,1652
353625,PARISI,SP,08/2026,167,307,496
353630,PATROCÍNIO PAULISTA,SP,08/2026,986,1455,926
353640,PAULICÉIA,SP,08/2026,770,1074,832
353650,PAULÍNIA,SP,08/2026,3911,5952,3435
353657,PAULISTÂNIA,SP,08/2026,136,230,165
353660,PAULO DE FARIA,SP,08/2026,621,912,696
353670,PEDERNEIRAS,SP,08/2026,1805,3313,2952
353680,PEDRA BELA,SP,08/2026,423,638,375
353690,PEDRANÓPOLIS,SP,08/2026,76,192,394
353700,PEDREGULHO,SP,08/2026,975,1670,1250
353710,PEDREIRA,SP,08/2026,1685,2671,1983
353715,PEDRINHAS PAULISTA,SP,08/2026,107,199,327
353720,PEDRO DE TOLEDO,SP,08/2026,994,1451,887
353730,PENÁPOLIS,SP,08/2026,3338,4893,2997
353740,PEREIRA BARRETO,SP,08/2026,1320,2003,1456
353750,PEREIRAS,SP,08/2026,192,617,697
353760,PERUÍBE,SP,08/2026,8681,12704,7151
353770,PIACATU,SP,08/2026,102,381,469
353780,PIEDADE,SP,08/2026,4607,6455,2801
353790,PILAR DO SUL,SP,08/2026,780,1986,1511
353800,PINDAMONHANGABA,SP,08/2026,10262,15465,8820
353810,PINDORAMA,SP,08/2026,439,828,881
353820,PINHALZINHO,SP,08/2026,671,1238,1300
353830,PIQUEROBI,SP,08/2026,273,407,293
353850,PIQUETE,SP,08/2026,823,1268,755
353860,PIRACAIA,SP,08/2026,1013,2107,1579
353870,PIRACICABA,SP,08/2026,12359,21318,15262
353880,PIRAJU,SP,08/2026,1583,2463,1187
353890,PIRAJUÍ,SP,08/2026,1689,2286,2029
353900,PIRANGI,SP,08/2026,319,553,386
353910,PIRAPORA DO BOM JESUS,SP,08/2026,1875,2608,1481
353920,PIRAPOZINHO,SP,08/2026,577,1274,1066
353930,PIRASSUNUNGA,SP,08/2026,2390,4239,3155
353940,PIRATININGA,SP,08/2026,435,927,988
353950,PITANGUEIRAS,SP,08/2026,1264,2564,1911
353960,PLANALTO,SP,08/2026,150,436,491
353970,PLATINA,SP,08/2026,299,454,335
353980,POÁ,SP,08/2026,10769,14400,9376
353990,POLONI,SP,08/2026,355,583,563
354000,POMPÉIA,SP,08/2026,614,1264,1833
354010,PONGAÍ,SP,08/2026,217,317,293
354020,PONTAL,SP,08/2026,1908,3319,2209
354025,PONTALINDA,SP,08/2026,216,444,474
354030,PONTES GESTAL,SP,08/2026,153,257,498
354040,POPULINA,SP,08/2026,262,417,436
354050,PORANGABA,SP,08/2026,452,906,703
354060,PORTO FELIZ,SP,08/2026,2622,3875,2866
354070,PORTO FERREIRA,SP,08/2026,1484,2787,2003
354075,POTIM,SP,08/2026,1575,2401,1323
354080,POTIRENDABA,SP,08/2026,567,1221,1306
354085,PRACINHA,SP,08/2026,212,286,215
354090,PRADÓPOLIS,SP,08/2026,1000,1451,835
354100,PRAIA GRANDE,SP,08/2026,17445,26688,15113
354105,PRATÂNIA,SP,08/2026,483,738,542
354110,PRESIDENTE ALVES,SP,08/2026,239,382,351
354120,PRESIDENTE BERNARDES,SP,08/2026,525,914,1135
354130,PRESIDENTE EPITÁCIO,SP,08/2026,2459,4109,4144
354140,PRESIDENTE PRUDENTE,SP,08/2026,9329,14936,11614
354150,PRESIDENTE VENCESLAU,SP,08/2026,905,1937,1647
354160,PROMISSÃO,SP,08/2026,1632,2526,1353
354165,QUADRA,SP,08/2026,353,526,325
354170,QUATÁ,SP,08/2026,840,1369,1191
354180,QUEIROZ,SP,08/2026,99,280,502
354190,QUELUZ,SP,08/2026,772,1165,774
354200,QUINTANA,SP,08/2026,423,681,532
354210,RAFARD,SP,08/2026,455,705,577
354220,RANCHARIA,SP,08/2026,1180,2242,1952
354230,REDENÇÃO DA SERRA,SP,08/2026,411,658,365
354240,REGENTE FEIJÓ,SP,08/2026,695,1247,1124
354250,REGINÓPOLIS,SP,08/2026,258,466,452
354260,REGISTRO,SP,08/2026,5285,7893,4784
354270,RESTINGA,SP,08/2026,534,818,614
354280,RIBEIRA,SP,08/2026,451,588,298
354290,RIBEIRÃO BONITO,SP,08/2026,504,880,555
354300,RIBEIRÃO BRANCO,SP,08/2026,2415,3644,1203
354310,RIBEIRÃO CORRENTE,SP,08/2026,546,756,342
354320,RIBEIRÃO DO SUL,SP,08/2026,338,546,505
354323,RIBEIRÃO DOS ÍNDIOS,SP,08/2026,172,262,282
354325,RIBEIRÃO GRANDE,SP,08/2026,242,728,878
354330,RIBEIRÃO PIRES,SP,08/2026,4486,6902,5414
354340,RIBEIRÃO PRETO,SP,08/2026,24493,37885,28776
354350,RIVERSUL,SP,08/2026,655,1015,562
354360,RIFAINA,SP,08/2026,268,447,383
354370,RINCÃO,SP,08/2026,451,703,459
354380,RINÓPOLIS,SP,08/2026,72,290,244
354390,RIO CLARO,SP,08/2026,6993,11158,10065
354400,RIO DAS PEDRAS,SP,08/2026,384,1061,945
354410,RIO GRANDE DA SERRA,SP,08/2026,3695,5396,3676
354420,RIOLÂNDIA,SP,08/2026,431,925,718
354425,ROSANA,SP,08/2026,1558,2193,1838
354430,ROSEIRA,SP,08/2026,901,1345,1003
354440,RUBIÁCEA,SP,08/2026,201,322,378
354450,RUBINÉIA,SP,08/2026,201,374,486
354460,SABINO,SP,08/2026,253,471,417
354470,SAGRES,SP,08/2026,127,214,281
354480,SALES,SP,08/2026,532,861,888
354490,SALES OLIVEIRA,SP,08/2026,331,584,422
354500,SALESÓPOLIS,SP,08/2026,1181,1963,1355
354510,SALMOURÃO,SP,08/2026,240,429,450
354515,SALTINHO,SP,08/2026,91,266,325
354520,SALTO,SP,08/2026,3958,6491,5308
354530,SALTO DE PIRAPORA,SP,08/2026,3059,4592,3371
354540,SALTO GRANDE,SP,08/2026,345,790,733
354550,SANDOVALINA,SP,08/2026,414,652,626
354560,SANTA ADÉLIA,SP,08/2026,776,1191,1756
354570,SANTA ALBERTINA,SP,08/2026,63,255,456
354580,SANTA BÁRBARA DOESTE,SP,08/2026,3550,6133,5126
354600,SANTA BRANCA,SP,08/2026,811,1466,1238
354610,SANTA CLARA DOESTE,SP,08/2026,153,261,375
354620,SANTA CRUZ DA CONCEIÇÃO,SP,08/2026,193,315,312
354625,SANTA CRUZ DA ESPERANÇA,SP,08/2026,70,149,237
354630,SANTA CRUZ DAS PALMEIRAS,SP,08/2026,1548,2485,1433
354640,SANTA CRUZ DO RIO PARDO,SP,08/2026,1580,2867,1870
354650,SANTA ERNESTINA,SP,08/2026,430,570,417
354660,SANTA FÉ DO SUL,SP,08/2026,680,1635,1472
354670,SANTA GERTRUDES,SP,08/2026,354,801,733
354680,SANTA ISABEL,SP,08/2026,3707,5268,3093
354690,SANTA LÚCIA,SP,08/2026,255,405,262
354700,SANTA MARIA DA SERRA,SP,08/2026,386,628,504
354710,SANTA MERCEDES,SP,08/2026,195,327,356
354720,SANTANA DA PONTE PENSA,SP,08/2026,70,140,253
354730,SANTANA DE PARNAÍBA,SP,08/2026,5982,10039,7371
354740,SANTA RITA DOESTE,SP,08/2026,43,104,206
354750,SANTA RITA DO PASSA QUATRO,SP,08/2026,901,1541,1387
354760,SANTA ROSA DE VITERBO,SP,08/2026,889,1629,1513
354765,SANTA SALETE,SP,08/2026,62,110,232
354770,SANTO ANASTÁCIO,SP,08/2026,1092,1743,1288
354780,SANTO ANDRÉ,SP,08/2026,39080,52629,36008
354790,SANTO ANTÔNIO DA ALEGRIA,SP,08/2026,524,785,459
354800,SANTO ANTÔNIO DE POSSE,SP,08/2026,1094,1932,1534
354805,SANTO ANTÔNIO DO ARACANGUÁ,SP,08/2026,573,897,890
354810,SANTO ANTÔNIO DO JARDIM,SP,08/2026,214,369,213
354820,SANTO ANTÔNIO DO PINHAL,SP,08/2026,284,720,516
354830,SANTO EXPEDITO,SP,08/2026,176,296,385
354840,SANTÓPOLIS DO AGUAPEÍ,SP,08/2026,253,434,360
354850,SANTOS,SP,08/2026,15538,21656,13573
354860,SÃO BENTO DO SAPUCAÍ,SP,08/2026,579,1112,1049
354870,SÃO BERNARDO DO CAMPO,SP,08/2026,34935,53029,42585
354880,SÃO CAETANO DO SUL,SP,08/2026,2006,3988,5086
354890,SÃO CARLOS,SP,08/2026,11374,17096,12250
354900,SÃO FRANCISCO,SP,08/2026,66,216,248
354910,SÃO JOÃO DA BOA VISTA,SP,08/2026,2001,3886,3987
354920,SÃO JOÃO DAS DUAS PONTES,SP,08/2026,71,170,387
354925,SÃO JOÃO DE IRACEMA,SP,08/2026,33,114,164
354930,SÃO JOÃO DO PAU DALHO,SP,08/2026,107,174,300
354940,SÃO JOAQUIM DA BARRA,SP,08/2026,1739,2806,1790
354950,SÃO JOSÉ DA BELA VISTA,SP,08/2026,830,1155,659
354960,SÃO JOSÉ DO BARREIRO,SP,08/2026,290,557,428
354970,SÃO JOSÉ DO RIO PARDO,SP,08/2026,2485,3679,2322
354980,SÃO JOSÉ DO RIO PRETO,SP,08/2026,18928,28200,23965
354990,SÃO JOSÉ DOS CAMPOS,SP,08/2026,38238,57798,47357
354995,SÃO LOURENÇO DA SERRA,SP,08/2026,1864,2405,1665
355000,SÃO LUIZ DO PARAITINGA,SP,08/2026,639,1125,754
355010,SÃO MANUEL,SP,08/2026,1743,2875,3257
355020,SÃO MIGUEL ARCANJO,SP,08/2026,1123,2536,1450
355030,SÃO PAULO,SP,08/2026,684926,1070916,737713
355040,SÃO PEDRO,SP,08/2026,1975,2892,2117
355050,SÃO PEDRO DO TURVO,SP,08/2026,226,741,573
355060,SÃO ROQUE,SP,08/2026,2813,5130,4269
355070,SÃO SEBASTIÃO,SP,08/2026,7181,10458,5674
355080,SÃO SEBASTIÃO DA GRAMA,SP,08/2026,152,590,653
355090,SÃO SIMÃO,SP,08/2026,725,1095,786
355100,SÃO VICENTE,SP,08/2026,26340,35038,17273
355110,SARAPUÍ,SP,08/2026,232,758,905
355120,SARUTAIÁ,SP,08/2026,272,483,459
355130,SEBASTIANÓPOLIS DO SUL,SP,08/2026,262,385,602
355140,SERRA AZUL,SP,08/2026,1135,1509,850
